Date,Close_Price
2/26/18,10313.08
2/27/18,10564.42
2/28/18,10309.64
3/1/18,10907.59
3/2/18,11019.52
3/3/18,11438.65
3/4/18,11479.73
3/5/18,11432.98
3/6/18,10709.53
3/7/18,9906.8
3/8/18,9299.28
3/9/18,9237.05
3/10/18,8787.16
3/11/18,9532.74
3/12/18,9118.27
3/13/18,9144.15
3/14/18,8196.9
3/15/18,8256.99
3/16/18,8269.33
3/17/18,7862.11
3/18/18,8196.02
3/19/18,8594.19
3/20/18,8915.9
3/21/18,8895.4
3/22/18,8712.89
3/23/18,8918.74
3/24/18,8535.89
3/25/18,8449.83
3/26/18,8138.34
3/27/18,7790.16
3/28/18,7937.2
3/29/18,7086.49
3/30/18,6844.32
3/31/18,6926.02
4/1/18,6816.74
4/2/18,7049.79
4/3/18,7417.89
4/4/18,6789.3
4/5/18,6774.75
4/6/18,6620.41
4/7/18,6896.28
4/8/18,7022.71
4/9/18,6773.94
4/10/18,6830.9
4/11/18,6939.55
4/12/18,7916.37
4/13/18,7889.23
4/14/18,8003.68
4/15/18,8357.04
4/16/18,8051.34
4/17/18,7890.15
4/18/18,8163.69
4/19/18,8273.74
4/20/18,8863.5
4/21/18,8917.6
4/22/18,8792.83
4/23/18,8938.3
4/24/18,9652.16
4/25/18,8864.09
4/26/18,9279
4/27/18,8978.33
4/28/18,9342.47
4/29/18,9392.03
4/30/18,9244.32
5/1/18,9067.71
5/2/18,9219.86
5/3/18,9734.67
5/4/18,9692.72
5/5/18,9826.6
5/6/18,9619.14
5/7/18,9362.53
5/8/18,9180.16
5/9/18,9306
5/10/18,9014.61
5/11/18,8406.17
5/12/18,8467.66
5/13/18,8688.03
5/14/18,8675.21
5/15/18,8474.24
5/16/18,8340.3
5/17/18,8058.6
5/18/18,8240.72
5/19/18,8234.15
5/20/18,8520.81
5/21/18,8395.23
5/22/18,7983.52
5/23/18,7502.56
5/24/18,7578.69
5/25/18,7460.69
5/26/18,7334.16
5/27/18,7344.97
5/28/18,7105.67
5/29/18,7460.58
5/30/18,7375.67
5/31/18,7487.19
6/1/18,7518.24
6/2/18,7636.19
6/3/18,7711.36
6/4/18,7490.59
6/5/18,7616.89
6/6/18,7655.98
6/7/18,7688
6/8/18,7616.1
6/9/18,7497.34
6/10/18,6765.8
6/11/18,6877.18
6/12/18,6548.33
6/13/18,6299.52
6/14/18,6637.74
6/15/18,6410.72
6/16/18,6485.87
6/17/18,6443.67
6/18/18,6709.48
6/19/18,6737.41
6/20/18,6758.38
6/21/18,6717.2
6/22/18,6053.9
6/23/18,6170.56
6/24/18,6150.19
6/25/18,6247.47
6/26/18,6074.92
6/27/18,6132.56
6/28/18,5848.26
6/29/18,6203.9
6/30/18,6387.31
7/1/18,6347.86
7/2/18,6613.27
7/3/18,6504.93
7/4/18,6584.77
7/5/18,6531.2
7/6/18,6600.99
7/7/18,6755.56
7/8/18,6704.18
7/9/18,6664.21
7/10/18,6302.49
7/11/18,6381.87
7/12/18,6245.63
7/13/18,6217.61
7/14/18,6247.23
7/15/18,6349.04
7/16/18,6726.4
7/17/18,7314.94
7/18/18,7378.76
7/19/18,7470.82
7/20/18,7330.54
7/21/18,7404.29
7/22/18,7396.29
7/23/18,7717.5
7/24/18,8397.63
7/25/18,8166.76
7/26/18,7929.61
7/27/18,8183.02
7/28/18,8229.96
7/29/18,8215.56
7/30/18,8168
7/31/18,7726.89
8/1/18,7603.75
8/2/18,7535.02
8/3/18,7415.56
8/4/18,7009.09
8/5/18,7026.99
8/6/18,6937.07
8/7/18,6717.21
8/8/18,6280.58
8/9/18,6537.9
8/10/18,6143.3
8/11/18,6233.38
8/12/18,6312.83
8/13/18,6252.37
8/14/18,6192.31
8/15/18,6270.04
8/16/18,6314.24
8/17/18,6583.24
8/18/18,6395.35
8/19/18,6485.75
8/20/18,6256.61
8/21/18,6477.38
8/22/18,6357.59
8/23/18,6525.61
8/24/18,6692.62
8/25/18,6732.5
8/26/18,6707.63
8/27/18,6907.66
8/28/18,7076.74
8/29/18,7035.81
8/30/18,6982.4
8/31/18,7013.97
9/1/18,7192.3
9/2/18,7295.13
9/3/18,7261.49
9/4/18,7358.5
9/5/18,6687.01
9/6/18,6498.62
9/7/18,6396.27
9/8/18,6183.38
9/9/18,6238.54
9/10/18,6305.57
9/11/18,6282.92
9/12/18,6328.93
9/13/18,6486.62
9/14/18,6492.37
9/15/18,6515.9
9/16/18,6497.37
9/17/18,6251.16
9/18/18,6334.2
9/19/18,6388.98
9/20/18,6491.64
9/21/18,6753.18
9/22/18,6712.17
9/23/18,6701.3
9/24/18,6581.51
9/25/18,6434.65
9/26/18,6458.65
9/27/18,6684.13
9/28/18,6621.66
9/29/18,6583.77
9/30/18,6606.08
10/1/18,6578.79
10/2/18,6506.66
10/3/18,6470.71
10/4/18,6555.87
10/5/18,6589.4
10/6/18,6563.42
10/7/18,6582.4
10/8/18,6622.4
10/9/18,6571.12
,
This data was produced from the CoinDesk price page.,
http://www.coindesk.com/price/,
